Trading name,CLUE small area,Seating type,Number of seats,Longitude,Latitude,derived_cuisine
Coventry Pantry,Southbank,Seats - Outdoor,62,144.96939214,-37.82956555,Other Cuisines
Protagonist,Southbank,Seats - Outdoor,150,144.968224607,-37.82094494,Other Cuisines
Teatro,Southbank,Seats - Outdoor,60,144.968224607,-37.82094494,Cafe / Coffee Shop
The Tea Room,Southbank,Seats - Indoor,60,144.968633818,-37.82281706,Cafe / Coffee Shop
Bluetrain,Southbank,Seats - Outdoor,80,144.966262253,-37.82066924,Other Cuisines
Commune Wine,Southbank,Seats - Indoor,50,144.966262253,-37.82066924,Other Cuisines
Miyako Japanese Cuisine & Teppanyaki,Southbank,Seats - Indoor,90,144.966262253,-37.82066924,Japanese
Espresso Bar International,Southbank,Seats - Indoor,65,144.966262253,-37.82066924,Cafe / Coffee Shop
Damon Bradley Southgate,Southbank,Seats - Indoor,31,144.966262253,-37.82066924,Other Cuisines
Waterfront (Southgate),Southbank,Seats - Outdoor,188,144.966262253,-37.82066924,Other Cuisines
Tutto Bene,Southbank,Seats - Outdoor,100,144.966262253,-37.82066924,Other Cuisines
Tutto Bene,Southbank,Seats - Indoor,35,144.966262253,-37.82066924,Other Cuisines
Pure South Kitchen,Southbank,Seats - Indoor,250,144.966262253,-37.82066924,Other Cuisines
BearBrass,Southbank,Seats - Indoor,96,144.966262253,-37.82066924,Other Cuisines
Jarrah Restaurant & Bar,Southbank,Seats - Outdoor,60,144.967114686,-37.82038776,Western / Pub / Bistro
Southside On St Kilda,Melbourne (Remainder),Seats - Outdoor,24,144.977535477,-37.83909862,Other Cuisines
Hooks At The Yarra,Docklands,Seats - Indoor,60,144.947647139,-37.82461483,Other Cuisines
Sassone By The Riverside,Docklands,Seats - Indoor,60,144.946355947,-37.82488025,Other Cuisines
Mad Duck Cafe,Docklands,Seats - Outdoor,30,144.943550585,-37.82438863,Cafe / Coffee Shop
Corniche,Docklands,Seats - Indoor,100,144.943550585,-37.82438863,Other Cuisines
Bolte Cafe & Kebab,Port Melbourne,Seats - Indoor,52,144.930953536,-37.82210926,Middle Eastern
Hall St Cafe,Port Melbourne,Seats - Indoor,59,144.925377505,-37.82304058,Cafe / Coffee Shop
Lai Cafe,Port Melbourne,Seats - Outdoor,8,144.925377505,-37.82304058,Cafe / Coffee Shop
Subway,Port Melbourne,Seats - Outdoor,12,144.920988022,-37.82600955,Other Cuisines
Subway,Port Melbourne,Seats - Indoor,16,144.920988022,-37.82600955,Other Cuisines
Q Tea Kitchen,Port Melbourne,Seats - Outdoor,13,144.920988022,-37.82600955,Cafe / Coffee Shop
Ootoro,Port Melbourne,Seats - Indoor,24,144.920988022,-37.82600955,Other Cuisines
Black Jack Cafe,Port Melbourne,Seats - Outdoor,32,144.920988022,-37.82600955,Cafe / Coffee Shop
Black Jack Cafe,Port Melbourne,Seats - Indoor,30,144.920988022,-37.82600955,Cafe / Coffee Shop
Hungry Jack's Pty Ltd,Port Melbourne,Seats - Indoor,70,144.917194113,-37.82984781,Other Cuisines
Bonnie & Duke Cafe,Port Melbourne,Seats - Indoor,40,144.905021319,-37.82653298,Cafe / Coffee Shop
Hopscotch,Southbank,Seats - Indoor,60,144.963375778,-37.82092509,Other Cuisines
Thailander Riverside Quay,Southbank,Seats - Indoor,52,144.963375778,-37.82092509,Thai
Soho Restaurant & Bar,Southbank,Seats - Indoor,60,144.963375778,-37.82092509,Western / Pub / Bistro
DOC Southbank,Southbank,Seats - Outdoor,30,144.963828622,-37.82082512,Other Cuisines
Dagwood Deli,Southbank,Seats - Indoor,20,144.963828622,-37.82082512,Other Cuisines
Breslin Bar And Grill,Southbank,Seats - Indoor,100,144.962891358,-37.82104029,Western / Pub / Bistro
Kenny's Bakery Cafe,Southbank,Seats - Indoor,34,144.962153946,-37.82167833,Cafe / Coffee Shop
Frankie Walter Peta,Southbank,Seats - Outdoor,6,144.962153946,-37.82167833,Other Cuisines
Five Guys,Southbank,Seats - Indoor,150,144.962153946,-37.82167833,Other Cuisines
Crintis Southbank,Southbank,Seats - Outdoor,38,144.962153946,-37.82167833,Other Cuisines
San Antone,Southbank,Seats - Indoor,187,144.958660189,-37.82312164,Other Cuisines
Rockpool Bar & Grill Melbourne,Southbank,Seats - Indoor,300,144.958660189,-37.82312164,Western / Pub / Bistro
Nobu,Southbank,Seats - Indoor,160,144.958660189,-37.82312164,Other Cuisines
Margo's Cafe,Southbank,Seats - Indoor,140,144.958660189,-37.82312164,Cafe / Coffee Shop
Man Tong Kitchen,Southbank,Seats - Indoor,180,144.958660189,-37.82312164,Other Cuisines
Lucky Chan's,Southbank,Seats - Indoor,130,144.958660189,-37.82312164,Other Cuisines
Kitchen Workshop,Southbank,Seats - Indoor,260,144.958660189,-37.82312164,Other Cuisines
Degani @ Crown,Southbank,Seats - Indoor,60,144.958660189,-37.82312164,Other Cuisines
Crown Melbourne Limited,Southbank,Seats - Indoor,60,144.958660189,-37.82312164,Other Cuisines
Koko,Southbank,Seats - Indoor,64,144.958660189,-37.82312164,Other Cuisines
Conservatory,Southbank,Seats - Indoor,200,144.958660189,-37.82312164,Other Cuisines
Oporto,Southbank,Seats - Indoor,32,144.952378154,-37.82539976,Other Cuisines
Common Man,Southbank,Seats - Indoor,79,144.952378154,-37.82539976,Other Cuisines
Bohemian Wine Bar,Southbank,Seats - Outdoor,40,144.952378154,-37.82539976,Western / Pub / Bistro
Dock 37 Bar & Kitchen,Southbank,Seats - Indoor,152,144.952378154,-37.82539976,Western / Pub / Bistro
BangPop,Southbank,Seats - Outdoor,150,144.95033362,-37.82409302,Other Cuisines
Charlie Lovett,Southbank,Seats - Indoor,70,144.95033362,-37.82409302,Other Cuisines
Meat Market South Wharf,Southbank,Seats - Indoor,110,144.95033362,-37.82409302,Other Cuisines
Plus 5,Southbank,Seats - Outdoor,80,144.95033362,-37.82409302,Other Cuisines
The General Assembly,Southbank,Seats - Indoor,152,144.95033362,-37.82409302,Other Cuisines
House Of Cards,Southbank,Seats - Indoor,10,144.961237256,-37.82577603,Other Cuisines
House Of Cards,Southbank,Seats - Outdoor,18,144.961237256,-37.82577603,Other Cuisines
Mr Summit,Southbank,Seats - Outdoor,12,144.962678206,-37.82425012,Other Cuisines
Dee Casa,Southbank,Seats - Indoor,40,144.963582557,-37.82348388,Other Cuisines
Paris By Night,Southbank,Seats - Indoor,50,144.965113147,-37.8225552,Other Cuisines
Sopranos,Southbank,Seats - Indoor,50,144.965113147,-37.8225552,Other Cuisines
Saporito Taquito,Southbank,Seats - Outdoor,18,144.966258139,-37.82261378,Other Cuisines
Saporito Taquito,Southbank,Seats - Indoor,50,144.966258139,-37.82261378,Other Cuisines
Burgertory,Southbank,Seats - Indoor,27,144.959652624,-37.82570623,Western / Pub / Bistro
Au79 Southbank,Southbank,Seats - Outdoor,8,144.959486577,-37.82590804,Other Cuisines
Au79 Southbank,Southbank,Seats - Indoor,40,144.959486577,-37.82590804,Other Cuisines
Gilson,South Yarra,Seats - Outdoor,45,144.981699536,-37.83431735,Other Cuisines
Gilson,South Yarra,Seats - Indoor,55,144.981699536,-37.83431735,Other Cuisines
Bacash,South Yarra,Seats - Outdoor,24,144.981945066,-37.83430008,Other Cuisines
No 179 Domain,South Yarra,Seats - Outdoor,8,144.982036345,-37.83431435,Other Cuisines
The Golden Triangle Restaurant,South Yarra,Seats - Indoor,60,144.982267428,-37.83435079,Other Cuisines
Bistro Gitan,South Yarra,Seats - Indoor,74,144.979309745,-37.83713808,Western / Pub / Bistro
My Serendipity Cafe,Melbourne (Remainder),Seats - Outdoor,12,144.982663953,-37.84633593,Cafe / Coffee Shop
Parkside,Parkville,Seats - Indoor,60,144.958562594,-37.7849288,Other Cuisines
Sargon Food And Coffee,Parkville,Seats - Indoor,25,144.956578445,-37.80009421,Cafe / Coffee Shop
Super 8,Parkville,Seats - Outdoor,40,144.956578445,-37.80009421,Other Cuisines
Dr Brew Cafe,Parkville,Seats - Indoor,45,144.949547006,-37.79372054,Cafe / Coffee Shop
Dr Brew Cafe,Parkville,Seats - Outdoor,20,144.949547006,-37.79372054,Cafe / Coffee Shop
McDonalds,Parkville,Seats - Indoor,32,144.949547006,-37.79372054,Other Cuisines
Shuji Sushi,Parkville,Seats - Indoor,32,144.949547006,-37.79372054,Japanese
The Farmacy Restaurant,Parkville,Seats - Indoor,86,144.949547006,-37.79372054,Other Cuisines
Gaylord Indian Restaurant,Docklands,Seats - Indoor,150,144.954158694,-37.82020557,Indian
Code 3,Docklands,Seats - Outdoor,66,144.950998069,-37.81379938,Other Cuisines
Grill'd,Docklands,Seats - Indoor,88,144.952339293,-37.81815357,Western / Pub / Bistro
Hungry Jack's,Docklands,Seats - Indoor,100,144.952339293,-37.81815357,Other Cuisines
In A Rush Espresso,Docklands,Seats - Indoor,32,144.952339293,-37.81815357,Cafe / Coffee Shop
Papparich,Docklands,Seats - Indoor,24,144.952339293,-37.81815357,Other Cuisines
Coffee Rush,Docklands,Seats - Indoor,4,144.951186966,-37.81501701,Cafe / Coffee Shop
Hangar Cafe Spencer Street,Docklands,Seats - Indoor,98,144.951186966,-37.81501701,Cafe / Coffee Shop
Coffee N All Customs House,Docklands,Seats - Outdoor,30,144.945340212,-37.81453857,Cafe / Coffee Shop
Cafenatics,Docklands,Seats - Indoor,96,144.94676167,-37.81384278,Cafe / Coffee Shop
Ilza,Docklands,Seats - Indoor,28,144.947536811,-37.81486994,Other Cuisines
Ichimaki,Docklands,Seats - Indoor,60,144.949373281,-37.81733573,Other Cuisines
90 Secondi,Docklands,Seats - Indoor,130,144.949373281,-37.81733573,Other Cuisines
Story Coffee & Foodstore,Docklands,Seats - Outdoor,12,144.949373281,-37.81733573,Cafe / Coffee Shop
Harbour Cafe,Docklands,Seats - Indoor,64,144.947217029,-37.81817241,Cafe / Coffee Shop
Pizzarium,Docklands,Seats - Outdoor,20,144.947217029,-37.81817241,Italian
Capricho Grill,Docklands,Seats - Indoor,80,144.947217029,-37.81817241,Western / Pub / Bistro
Origami Sushi & Noodles,Docklands,Seats - Indoor,10,144.947217029,-37.81817241,Japanese
Tukk & Co,Docklands,Seats - Indoor,20,144.949017581,-37.81792089,Other Cuisines
Bruno's,Docklands,Seats - Indoor,23,144.949017581,-37.81792089,Other Cuisines
Ginger Leaf Thai Restaurant,Docklands,Seats - Indoor,70,144.947975341,-37.81925128,Thai
Mms Mirchi Madras Streat,Docklands,Seats - Indoor,36,144.947975341,-37.81925128,Other Cuisines
Sergy Boy,Docklands,Seats - Indoor,68,144.951576469,-37.82019801,Other Cuisines
Fishbowl,Docklands,Seats - Indoor,32,144.951576469,-37.82019801,Other Cuisines
O-Bento,Docklands,Seats - Outdoor,20,144.948951865,-37.81914692,Japanese
Nine Elephants Thai Restaurant,Docklands,Seats - Outdoor,36,144.948951865,-37.81914692,Thai
Long Shot,Docklands,Seats - Indoor,55,144.950091314,-37.82068417,Other Cuisines
Mr Collins,Docklands,Seats - Outdoor,59,144.94943448,-37.82089145,Other Cuisines
Subway,Docklands,Seats - Indoor,24,144.94943448,-37.82089145,Other Cuisines
Blended Beard,Docklands,Seats - Indoor,32,144.943968986,-37.81927362,Other Cuisines
Coffee Gauge,Docklands,Seats - Indoor,68,144.944144701,-37.82029136,Cafe / Coffee Shop
Grain & Vine on Merchant,Docklands,Seats - Indoor,6,144.943459922,-37.82044557,Other Cuisines
Merchant Society,Docklands,Seats - Outdoor,25,144.943459922,-37.82044557,Other Cuisines
Tap 831,Docklands,Seats - Outdoor,58,144.943459922,-37.82044557,Other Cuisines
An Di Docklands,Docklands,Seats - Indoor,100,144.943788121,-37.82092615,Other Cuisines
Pok Pok,Docklands,Seats - Outdoor,15,144.945620861,-37.81974585,Other Cuisines
Tsukino Snizuku,Docklands,Seats - Outdoor,15,144.944683539,-37.81993674,Other Cuisines
Elements Cafe,Docklands,Seats - Outdoor,60,144.945764329,-37.82205735,Cafe / Coffee Shop
Ichimaki 833 Collins,Docklands,Seats - Indoor,40,144.945764329,-37.82205735,Other Cuisines
In A Rush Espresso,Docklands,Seats - Indoor,35,144.945764329,-37.82205735,Cafe / Coffee Shop
Charlie bit me,Docklands,Seats - Outdoor,16,144.945046845,-37.82100111,Other Cuisines
Le-Nguyen Pho & Bakery Cafe,Docklands,Seats - Indoor,91,144.945046845,-37.82100111,Vietnamese
O-Bento,Docklands,Seats - Outdoor,26,144.945046845,-37.82100111,Japanese
Saluministi,Docklands,Seats - Indoor,44,144.941406774,-37.82007613,Other Cuisines
Little Bean Dockside,Docklands,Seats - Indoor,75,144.944532756,-37.82092961,Other Cuisines
Thai Thani Docklands,Docklands,Seats - Indoor,53,144.943933222,-37.82163103,Thai
Chilangos Mexican Cantina Docklands,Docklands,Seats - Outdoor,15,144.943933222,-37.82163103,Mexican
Horn And Hoof,Docklands,Seats - Indoor,30,144.941261396,-37.81460532,Other Cuisines
Renzo's Bar Cafe Italiano,Docklands,Seats - Outdoor,90,144.941261396,-37.81460532,Italian
Brotherhood Cafe,Docklands,Seats - Outdoor,24,144.940659333,-37.8149263,Cafe / Coffee Shop
Docklands Lotus Restaurant,Docklands,Seats - Indoor,125,144.943683537,-37.81389099,Other Cuisines
Almina @ Docklands,Docklands,Seats - Indoor,150,144.93905572,-37.81518961,Other Cuisines
Cocobei,Docklands,Seats - Outdoor,24,144.939704199,-37.8147229,Other Cuisines
Docklands Den,Docklands,Seats - Indoor,54,144.940199413,-37.81427742,Other Cuisines
DUCK ME,Docklands,Seats - Indoor,50,144.940199413,-37.81427742,Other Cuisines
Evergreen Cafe And Pizzeria,Docklands,Seats - Indoor,20,144.940199413,-37.81427742,Italian
Daybreak Cafe,Docklands,Seats - Indoor,40,144.939410985,-37.81220918,Cafe / Coffee Shop
Archer's,Docklands,Seats - Indoor,48,144.937857365,-37.8131707,Other Cuisines
Gozleme King,Docklands,Seats - Outdoor,30,144.937857365,-37.8131707,Other Cuisines
Subway,Docklands,Seats - Indoor,6,144.937857365,-37.8131707,Other Cuisines
Subway,Docklands,Seats - Outdoor,40,144.937857365,-37.8131707,Other Cuisines
Nando's,Docklands,Seats - Indoor,35,144.937857365,-37.8131707,Other Cuisines
Nando's,Docklands,Seats - Outdoor,50,144.937857365,-37.8131707,Other Cuisines
The Coffee Club,Docklands,Seats - Indoor,50,144.937857365,-37.8131707,Cafe / Coffee Shop
Old Man Pho,Docklands,Seats - Indoor,10,144.937857365,-37.8131707,Vietnamese
Krabby's Crab Boil,Docklands,Seats - Indoor,100,144.937857365,-37.8131707,Other Cuisines
The Coffee Club,Docklands,Seats - Outdoor,100,144.937857365,-37.8131707,Cafe / Coffee Shop
The Pancake Parlour,Docklands,Seats - Indoor,163,144.93675199,-37.81174852,Other Cuisines
Carl's Jr Docklands,Docklands,Seats - Indoor,48,144.93675199,-37.81174852,Other Cuisines
Them Authentic Vietnamese Cuisine & Rolls,Docklands,Seats - Indoor,18,144.952548545,-37.82290352,Vietnamese
Perso,Docklands,Seats - Indoor,24,144.952548545,-37.82290352,Other Cuisines
Bababoi,Docklands,Seats - Indoor,28,144.952548545,-37.82290352,Other Cuisines
Chicken Episode 2.5,Kensington,Seats - Indoor,24,144.928699415,-37.79404907,Other Cuisines
Pimm Thai Cafe,Kensington,Seats - Outdoor,10,144.929915372,-37.79353782,Thai
La Tortilleria,Kensington,Seats - Indoor,30,144.93530104,-37.79142188,Other Cuisines
Luncheonette Cafe,Kensington,Seats - Indoor,12,144.931113097,-37.79436218,Cafe / Coffee Shop
Food Hall,Melbourne (CBD),Seats - Outdoor,20,144.956518441,-37.82099397,Other Cuisines
Tokyo Maki,Melbourne (CBD),Seats - Indoor,47,144.956518441,-37.82099397,Other Cuisines
Green Light Diner @ Clocks,Melbourne (CBD),Seats - Indoor,78,144.965469605,-37.81866337,Other Cuisines
Chocolate Buddha,Melbourne (CBD),Seats - Indoor,110,144.969917465,-37.81784465,Other Cuisines
The Fresh Collective,Melbourne (CBD),Seats - Indoor,120,144.969917465,-37.81784465,Other Cuisines
Big Esso,Melbourne (CBD),Seats - Outdoor,100,144.969917465,-37.81784465,Other Cuisines
Mama's Canteen,Melbourne (CBD),Seats - Indoor,75,144.969917465,-37.81784465,Other Cuisines
Mama's Canteen,Melbourne (CBD),Seats - Outdoor,100,144.969917465,-37.81784465,Other Cuisines
Victoria By Farmers Daughters,Melbourne (CBD),Seats - Indoor,200,144.969917465,-37.81784465,Other Cuisines
Delhi Streets,Melbourne (CBD),Seats - Indoor,28,144.956601666,-37.81988483,Other Cuisines
Grain Store,Melbourne (CBD),Seats - Indoor,75,144.956601666,-37.81988483,Other Cuisines
State Of Grace,Melbourne (CBD),Seats - Outdoor,123,144.956948504,-37.81975559,Other Cuisines
Cherry & Twigs,Melbourne (CBD),Seats - Indoor,20,144.955837928,-37.82001952,Other Cuisines
Riverside Deli & Coffee House,Melbourne (CBD),Seats - Indoor,50,144.958272108,-37.81974183,Cafe / Coffee Shop
Williams Bar & Café,Melbourne (CBD),Seats - Indoor,100,144.959510539,-37.81943285,Western / Pub / Bistro
Chatorey – The Indian Streetory,Melbourne (CBD),Seats - Outdoor,9,144.959187534,-37.8192157,Indian
Chatorey – The Indian Streetory,Melbourne (CBD),Seats - Indoor,12,144.959187534,-37.8192157,Indian
Tavistock House Cafe,Melbourne (CBD),Seats - Outdoor,40,144.961389009,-37.81825093,Cafe / Coffee Shop
Simpsons Burgers,Melbourne (CBD),Seats - Indoor,23,144.961133901,-37.81848796,Western / Pub / Bistro
Pho Flinders Express,Melbourne (CBD),Seats - Indoor,38,144.964607913,-37.81805665,Vietnamese
Hungry Jack's,Melbourne (CBD),Seats - Indoor,35,144.964446552,-37.81771533,Other Cuisines
Del Corso,Melbourne (CBD),Seats - Indoor,64,144.962744469,-37.81786011,Other Cuisines
Sushi Lian,Melbourne (CBD),Seats - Indoor,27,144.962709758,-37.81858716,Japanese
Mr Tompkins,Melbourne (CBD),Seats - Indoor,85,144.963575985,-37.8182001,Other Cuisines
Old Durbar Flinders,Melbourne (CBD),Seats - Indoor,87,144.964353676,-37.81807489,Western / Pub / Bistro
Cm & Co Coffee Roasters,Melbourne (CBD),Seats - Outdoor,12,144.962437455,-37.81798973,Cafe / Coffee Shop
Shujinko Flinders,Melbourne (CBD),Seats - Indoor,46,144.96509495,-37.81763649,Other Cuisines
Roule Galette,Melbourne (CBD),Seats - Indoor,24,144.966302712,-37.81685974,Other Cuisines
The Journal Cafe,Melbourne (CBD),Seats - Indoor,83,144.965902771,-37.81706291,Cafe / Coffee Shop
Cafe Andiamo,Melbourne (CBD),Seats - Indoor,44,144.965902771,-37.81706291,Cafe / Coffee Shop
Degraves Espresso Melbourne,Melbourne (CBD),Seats - Indoor,31,144.965484351,-37.81710105,Cafe / Coffee Shop
Xpressomondo,Melbourne (CBD),Seats - Indoor,22,144.965484351,-37.81710105,Other Cuisines
Xpressomondo,Melbourne (CBD),Seats - Outdoor,18,144.965484351,-37.81710105,Other Cuisines
Platform 270,Melbourne (CBD),Seats - Indoor,60,144.965348361,-37.81769553,Other Cuisines
Howm,Melbourne (CBD),Seats - Indoor,30,144.965997298,-37.81752037,Other Cuisines
Flora Indian Restaurant & Cafe,Melbourne (CBD),Seats - Indoor,140,144.966353165,-37.81733218,Indian
Subway,Melbourne (CBD),Seats - Indoor,28,144.966704047,-37.81674222,Other Cuisines
Ikkoryu Fukuoka Ramen,Melbourne (CBD),Seats - Indoor,223,144.969247753,-37.81598753,Japanese
The French Brasserie,Melbourne (CBD),Seats - Outdoor,15,144.971726206,-37.81546152,Other Cuisines
Swiss Club Restaurant,Melbourne (CBD),Seats - Indoor,100,144.971392515,-37.81542975,Other Cuisines
Tazio,Melbourne (CBD),Seats - Indoor,302,144.971222799,-37.81543505,Other Cuisines
Cafe Kinetic,Melbourne (CBD),Seats - Outdoor,21,144.970964282,-37.81556733,Cafe / Coffee Shop
Bullrun on Bourke,Melbourne (CBD),Seats - Outdoor,8,144.970834339,-37.81560645,Other Cuisines
Father's Office Downtown,Melbourne (CBD),Seats - Indoor,169,144.970513131,-37.81567008,Other Cuisines
Chin Chin Restaurant,Melbourne (CBD),Seats - Indoor,120,144.970399793,-37.81568875,Other Cuisines
Meatball & Wine Bar,Melbourne (CBD),Seats - Outdoor,36,144.9701585,-37.81573536,Western / Pub / Bistro
Meatball & Wine Bar,Melbourne (CBD),Seats - Indoor,53,144.9701585,-37.81573536,Western / Pub / Bistro
Coda Bar & Restaurant,Melbourne (CBD),Seats - Indoor,60,144.969879827,-37.81579783,Western / Pub / Bistro
Desi Dhaba,Melbourne (CBD),Seats - Indoor,90,144.970430362,-37.81629562,Other Cuisines
Pastuso,Melbourne (CBD),Seats - Indoor,170,144.971154413,-37.81600001,Other Cuisines
A Hereford Beefstouw,Melbourne (CBD),Seats - Indoor,120,144.971370668,-37.81593915,Other Cuisines
Tonka Bar & Restaurant,Melbourne (CBD),Seats - Indoor,120,144.971473485,-37.81589712,Western / Pub / Bistro
Bowery To Williamsburg,Melbourne (CBD),Seats - Indoor,20,144.970291127,-37.8161284,Other Cuisines
Lucy Liu's Kitchen & Bar,Melbourne (CBD),Seats - Indoor,100,144.969894808,-37.81599798,Western / Pub / Bistro
Robata,Melbourne (CBD),Seats - Indoor,150,144.972720907,-37.8154618,Other Cuisines
Frankie Collins,Melbourne (CBD),Seats - Indoor,24,144.956361856,-37.81880406,Other Cuisines
